"Title","URL handle","Description","Vendor","Product category","Type","Tags","Published on online store","Status","SKU","Barcode","Option1 name","Option1 value","Option1 Linked To","Option2 name","Option2 value","Option2 Linked To","Option3 name","Option3 value","Option3 Linked To","Price","Compare-at price","Cost per item","Charge tax","Tax code","Unit price total measure","Unit price total measure unit","Unit price base measure","Unit price base measure unit","Inventory tracker","Inventory quantity","Continue selling when out of stock","Weight value (grams)","Weight unit for display","Requires shipping","Fulfillment service","Product image URL","Image position","Image alt text","Variant image URL","Gift card","SEO title","SEO description","Color (product.metafields.shopify.color-pattern)","Google Shopping / Google product category","Google Shopping / Gender","Google Shopping / Age group","Google Shopping / Manufacturer part number (MPN)","Google Shopping / Ad group name","Google Shopping / Ads labels","Google Shopping / Condition","Google Shopping / Custom product","Google Shopping / Custom label 0","Google Shopping / Custom label 1","Google Shopping / Custom label 2","Google Shopping / Custom label 3","Google Shopping / Custom label 4"
"48 LINHAS DT 500J FIO 04 3P - ÁSPERA","48-linhas-dt-500j-fio-04-3p-aspera","<h2 style=""box-sizing: border-box; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; line-height: 1.1; color: #515151; margin-top: 20px; margin-bottom: 10px; font-size: 30px;"">Descri&ccedil;&atilde;o</h2>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;"">48- Unidades Linha Dente de Tubar&atilde;o Fio 04&nbsp; no Carretel de 500jds 3 Passes &Aacute;spera</p>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;"">OBS: FOTOS ILUSTRATIVAS, SER&Atilde;O ENVIADAS AS CORES DISPON&Iacute;VEIS EM ESTOQUE.</p>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;"">&nbsp;</p>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;""><span style=""color: #e03e2d;"">ATEN&Ccedil;&Atilde;O</span>&nbsp;</p>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;""><strong>N&atilde;o receber a encomenda caso esteja com a embalagem violada aparentando que o produto foi danificado.</strong>&nbsp;<span style=""color: #e03e2d;"">Devolva imediatamente ao entregador !</span></p>","Dente de Tubarão","","DENTE DE TUBARÃO - 500 JDS -","caldo de cana, carretel de linha, carretilha de linha pipa, carretilha de madeira, chefao, dente de tubarao, diamante, ferias pipa, linha de pipa, netim do relo, papel de seda, pezoca, pipa, pipa combate, rabiola","TRUE","Active","","","Title","Default Title","","","","","","","","874.5","","","TRUE","","","","","","","","DENY","2000","g","TRUE","manual","https://acdn-us.mitiendanube.com/stores/002/383/186/products/img-20230702-wa00661-6f2a8bbc1fffa6af9216883215840990-640-0.webp","1","48 LINHAS DT 500J FIO 04 3P - ÁSPERA","","FALSE","Dente de Tubarão","DENTE DE TUBARÃO E DIAMANTE PIPAS OS MELHORES","","","Masculino","Adulto","","","","New","FALSE","","","","",""
"24 LINHAS DT 500j FIO 10 3P - LISA","24-linhas-dt-500j-fio-10-3p-lisa","<h2 style=""box-sizing: border-box; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; line-height: 1.1; color: #515151; margin-top: 20px; margin-bottom: 10px; font-size: 30px;"">Descri&ccedil;&atilde;o</h2>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;"">24 Unidades Fio 10 no Carretel de 500jds 3 Passes Lisa</p>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;"">OBS: FOTOS ILUSTRATIVAS, SER&Atilde;O ENVIADAS AS CORES DISPON&Iacute;VEIS EM ESTOQUE.</p>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;"">&nbsp;</p>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;""><span style=""color: #e03e2d;"">ATEN&Ccedil;&Atilde;O</span>&nbsp;</p>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;""><strong>N&atilde;o receber a encomenda caso esteja com a embalagem violada aparentando que o produto foi danificado.</strong>&nbsp;<span style=""color: #e03e2d;"">Devolva imediatamente ao entregador !</span></p>","Dente de Tubarão","","DENTE DE TUBARÃO - 500 JDS -","bambu, carretel de linha, carretilha de linha pipa, carretilha de madeira, celular, combate, dente de tubarao, diamante, diamante pipas, ferias pipa, funk, linha de pipa, linha especial, papel de seda, pezoca, pipa, pipa combate, rabiola, seda","TRUE","Active","","","Title","Default Title","","","","","","","","442.6","","","TRUE","","","","","","","","DENY","2000","g","TRUE","manual","https://acdn-us.mitiendanube.com/stores/002/383/186/products/photo-2025-03-26-13-21-25-b111143dbbb05f5bef17430284085582-640-0.webp","1","24 LINHAS DT 500j FIO 10 3P - LISA","","FALSE","Dente de Tubarão","A BRABA","","","Masculino","Adulto","","","","New","FALSE","","","","",""
"48 LINHAS DT 500j FIO 10 3P - ÁSPERA","48-linhas-dt-500j-fio-10-3p-aspera","<h2 style=""box-sizing: border-box; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; line-height: 1.1; color: #515151; margin-top: 20px; margin-bottom: 10px; font-size: 30px;"">Descri&ccedil;&atilde;o</h2>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;"">48 Unidade Linha Dente de Tubar&atilde;o Fio 10 no Carretel de 500jds 3P &Aacute;spera</p>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;"">OBS: FOTOS ILUSTRATIVAS, SER&Atilde;O ENVIADAS AS CORES DISPON&Iacute;VEIS EM ESTOQUE.</p>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;"">&nbsp;</p>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;""><span style=""color: #e03e2d;"">ATEN&Ccedil;&Atilde;O</span>&nbsp;</p>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;""><strong>N&atilde;o receber a encomenda caso esteja com a embalagem violada aparentando que o produto foi danificado.</strong>&nbsp;<span style=""color: #e03e2d;"">Devolva imediatamente ao entregador !</span></p>","Dente de Tubarão","","DENTE DE TUBARÃO - 500 JDS -","caldo de cana, carretel de linha, carretilha de linha pipa, carretilha de madeira, chefao, dante, dente de tubarao, diamante, diamante pipas, ferias pipa, funk, linha de pipa, papel de seda, pezoca, pipa, pipa combate, rabiola","TRUE","Active","","","Title","Default Title","","","","","","","","874.5","","","TRUE","","","","","","","","DENY","4000","g","TRUE","manual","https://acdn-us.mitiendanube.com/stores/002/383/186/products/photo-2025-03-26-13-21-25-c483a3c40cacc434d617430284308919-640-0.webp","1","48 LINHAS DT 500j FIO 10 3P - ÁSPERA","","FALSE","Dente de Tubarão","DENTE DE TUBARÃO A MELHOR DO MUNDO","","","Masculino","Adulto","","","","New","FALSE","","","","",""
"48 LINHAS 500J FIO 10 3P - LISA","48-linhas-500j-fio-10-3p-lisa","<h2 style=""box-sizing: border-box; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; line-height: 1.1; color: #515151; margin-top: 20px; margin-bottom: 10px; font-size: 30px;"">Descri&ccedil;&atilde;o</h2>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;"">48 Unidades Fio 10 no Carretel de 500jds 3 Passes Lisa</p>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;"">OBS: FOTOS ILUSTRATIVAS, SER&Atilde;O ENVIADAS AS CORES DISPON&Iacute;VEIS EM ESTOQUE.</p>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;"">&nbsp;</p>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;""><span style=""color: #e03e2d;"">ATEN&Ccedil;&Atilde;O</span>&nbsp;</p>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;""><strong>N&atilde;o receber a encomenda caso esteja com a embalagem violada aparentando que o produto foi danificado.</strong>&nbsp;<span style=""color: #e03e2d;"">Devolva imediatamente ao entregador !</span></p>","Dente de Tubarão","","DENTE DE TUBARÃO - 500 JDS -","anzol, carretel de linha, carretilha de linha pipa, carretilha de madeira, chefao, dante, dente de tubarao, diamante pipas, ferias pipa, linha de pipa, naylon, pezoca, pipa, pipa combate, rio","TRUE","Active","","","Title","Default Title","","","","","","","","874.5","","","TRUE","","","","","","","","DENY","4000","g","TRUE","manual","https://acdn-us.mitiendanube.com/stores/002/383/186/products/photo-2025-03-26-13-21-25-afc05b8ced9ba7d34317430284556626-640-0.webp","1","48 LINHAS 500J FIO 10 3P - LISA","","FALSE","Dente de Tubarão","DENTE DE TUBARÃO A MELHOR DO MUNDO","","","Masculino","Adulto","","","","New","FALSE","","","","",""
"24 LINHAS DT 500j FIO 10 3P ÁSPERA","24-linhas-dt-500j-fio-10-3p-aspera","<h2 style=""box-sizing: border-box; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; line-height: 1.1; color: #515151; margin-top: 20px; margin-bottom: 10px; font-size: 30px;"">Descri&ccedil;&atilde;o</h2>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;"">24 Unidade Linha Dente de Tubar&atilde;o Fio 10 no Carretel de 500jds 3P &Agrave;spera</p>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;"">OBS: FOTOS ILUSTRATIVAS, SER&Atilde;O ENVIADAS AS CORES DISPON&Iacute;VEIS EM ESTOQUE.</p>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;"">&nbsp;</p>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;""><span style=""color: #e03e2d;"">ATEN&Ccedil;&Atilde;O</span>&nbsp;</p>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;""><strong>N&atilde;o receber a encomenda caso esteja com a embalagem violada aparentando que o produto foi danificado.</strong>&nbsp;<span style=""color: #e03e2d;"">Devolva imediatamente ao entregador !</span></p>","Dente de Tubarão","","DENTE DE TUBARÃO - 500 JDS -","carretel de linha, carretilha de linha pipa, carretilha de madeira, chefao, dente de tubarao, diamante, diamante pipas, ferias pipa, fitinha, funk, indonesia, linha de competicao, linha de pipa, pipa, rabiola","TRUE","Active","","","Title","Default Title","","","","","","","","442.6","","","TRUE","","","","","","","","DENY","2500","g","TRUE","manual","https://acdn-us.mitiendanube.com/stores/002/383/186/products/img-20230702-wa00771-82cdf406d4e9bcb51c16883251706963-640-0.webp","1","24 LINHAS DT 500j FIO 10 3P ÁSPERA","","FALSE","Dente de Tubarão","DENTE DE TUBARÃO A MELHOR DO BRASIL","","","Masculino","Adulto","","","","New","FALSE","","","","",""
"12 LINHAS DT 500j FIO 10 3P - ÁSPERA","12-linhas-dt-500j-fio-10-3p-aspera","<h2 style=""box-sizing: border-box; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; line-height: 1.1; color: #515151; margin-top: 20px; margin-bottom: 10px; font-size: 30px;"">Descri&ccedil;&atilde;o</h2>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;"">12 Unidade Linha Dente de Tubar&atilde;o Fio 10 no Carretel de 500jds 3P &Agrave;spera</p>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;"">OBS: FOTOS ILUSTRATIVAS, SER&Atilde;O ENVIADAS AS CORES DISPON&Iacute;VEIS EM ESTOQUE.</p>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;"">&nbsp;</p>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;""><span style=""color: #e03e2d;"">ATEN&Ccedil;&Atilde;O</span>&nbsp;</p>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;""><strong>N&atilde;o receber a encomenda caso esteja com a embalagem violada aparentando que o produto foi danificado.</strong>&nbsp;<span style=""color: #e03e2d;"">Devolva imediatamente ao entregador !</span></p>","Dente de Tubarão","","DENTE DE TUBARÃO - 500 JDS -","campeonato, carretel de linha, carretilha de linha pipa, carretilha de madeira, chefao, dante, dente de tubarao, diamante pipas, ferias pipa, festival de pipas, linha de pipa, papel de seda, pezoca, pipa, pipa combate","TRUE","Active","","","Title","Default Title","","","","","","","","226.3","","","TRUE","","","","","","","","DENY","1200","g","TRUE","manual","https://acdn-us.mitiendanube.com/stores/002/383/186/products/photo-2025-03-26-13-21-25-80c63a179a7e73d1fe17430284801687-640-0.webp","1","12 LINHAS DT 500j FIO 10 3P - ÁSPERA","","FALSE","Dente de Tubarão","DENTE DE TUBARÃO A MELHOR DO BRASIL","","","Masculino","Adulto","","","","New","FALSE","","","","",""
"MALETA CHILENA PARA RAIAS E PIPAS","maleta-chilena-para-raias-e-pipas","<h2 style=""box-sizing: border-box; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; line-height: 1.1; color: #515151; margin-top: 20px; margin-bottom: 10px; font-size: 30px;"">Descri&ccedil;&atilde;o</h2>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;"">Maleta Chilena para Raias e Pipas</p>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;"">Material: Madeira</p>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;"">USADA</p>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;"">&nbsp;</p>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;"">Comprimento 55 cm</p>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;"">Largura 55 cm&nbsp;</p>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;"">Altura 13 cm</p>","Dente de Tubarão","","DENTE DE TUBARÃO - VARIEDADES -","carretel de linha, carretilha de linha pipa, carretilha de madeira, dente de tubarao, ferias pipa, linha de pipa, pipa","TRUE","Active","","","Title","Default Title","","","","","","","","260.0","","","TRUE","","","","","","shopify","1","DENY","2000","g","TRUE","manual","https://acdn-us.mitiendanube.com/stores/002/383/186/products/dc6ab849-3024-45a7-86c1-d0753dfc9087-67ef6b65f9381e907917141720660305-640-0.webp","1","MALETA CHILENA PARA RAIAS E PIPAS","","FALSE","Dente de Tubarão","","","","","","","","","New","FALSE","","","","",""
"MALETA CHILENA PARA RAIAS E PIPAS","maleta-para-raias-chilena1","<h2 style=""box-sizing: border-box; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; line-height: 1.1; color: #515151; margin-top: 20px; margin-bottom: 10px; font-size: 30px;"">Descri&ccedil;&atilde;o</h2>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;"">Maleta Chilena para Raias e Pipas</p>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;"">Material: Madeira</p>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;"">USADA</p>","Dente de Tubarão","","DENTE DE TUBARÃO - VARIEDADES -","carretel de linha, carretilha de linha pipa, carretilha de madeira, dente de tubarao, ferias pipa, linha de pipa, pipa","FALSE","Draft","","","Title","Default Title","","","","","","","","380.0","","","TRUE","","","","","","shopify","0","DENY","2000","g","TRUE","manual","https://acdn-us.mitiendanube.com/stores/002/383/186/products/dc6ab849-3024-45a7-86c1-d0753dfc9087-67ef6b65f9381e907917141720660305-640-0.webp","1","MALETA CHILENA PARA RAIAS E PIPAS","","FALSE","Dente de Tubarão","","","","","","","","","New","FALSE","","","","",""
"48 LINHAS DT 500J FIO 10 1P - ÁSPERA","48-linhas-dt-500j-fio-10-1p-aspera","<h2 style=""box-sizing: border-box; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; line-height: 1.1; color: #515151; margin-top: 20px; margin-bottom: 10px; font-size: 30px;"">Descri&ccedil;&atilde;o</h2>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;"">48 Unidade Linha Dente de Tubar&atilde;o no Carretel&nbsp; 500jds Fio 10 1 Passes &Aacute;sp</p>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;"">OBS: FOTOS ILUSTRATIVAS, SER&Atilde;O ENVIADAS AS CORES DISPON&Iacute;VEIS EM ESTOQUE.</p>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;"">&nbsp;</p>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;""><span style=""color: #e03e2d;"">ATEN&Ccedil;&Atilde;O</span>&nbsp;</p>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;""><strong>N&atilde;o receber a encomenda caso esteja com a embalagem violada aparentando que o produto foi danificado.</strong>&nbsp;<span style=""color: #e03e2d;"">Devolva imediatamente ao entregador !</span></p>","Dente de Tubarão","","DENTE DE TUBARÃO - 500 JDS -","campeonato, carretel de linha, carretilha de linha pipa, carretilha de madeira, cruza, dente de tubarao, diamante pipas, ferias pipa, linha de combate, linha de pipa, linha esportiva, netim do relo, papel de seda, pezoca, pipa, pipa combate, rabiola","TRUE","Active","","","Title","Default Title","","","","","","","","634.2","","","TRUE","","","","","","","","DENY","2000","g","TRUE","manual","https://acdn-us.mitiendanube.com/stores/002/383/186/products/photo-2025-03-26-13-21-25-4f58f4d60face95b8117512882731755-640-0.webp","1","48 LINHAS DT 500J FIO 10 1P - ÁSPERA","","FALSE","Dente de Tubarão","DENTE DE TUBARÃO A MELHOR DO MUNDO","","","Masculino","Adulto","","","","New","FALSE","","","","",""
"24 LINHAS DT 500j FIO 10 1P ÁSPERA","24-linhas-dt-500j-fio-10-1p-aspera","<h2 style=""box-sizing: border-box; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; line-height: 1.1; color: #515151; margin-top: 20px; margin-bottom: 10px; font-size: 30px;"">Descri&ccedil;&atilde;o</h2>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;"">24 Unidade Linha Dente de Tubar&atilde;o no Carretel&nbsp; 500jds Fio 10 1 Passes &Aacute;sp</p>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;"">OBS: FOTOS ILUSTRATIVAS, SER&Atilde;O ENVIADAS AS CORES DISPON&Iacute;VEIS EM ESTOQUE.</p>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;"">&nbsp;</p>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;""><span style=""color: #e03e2d;"">ATEN&Ccedil;&Atilde;O</span>&nbsp;</p>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;""><strong>N&atilde;o receber a encomenda caso esteja com a embalagem violada aparentando que o produto foi danificado.</strong>&nbsp;<span style=""color: #e03e2d;"">Devolva imediatamente ao entregador !</span></p>","Dente de Tubarão","","DENTE DE TUBARÃO - 500 JDS -","anzol, carretel de linha, carretilha de linha pipa, carretilha de madeira, dente de tubarao, diamante, diamante pipas, ferias pipa, indonesia, linha de competicao, linha de pipa, naylon, pezoca, pipa, rabiola","TRUE","Active","","","Title","Default Title","","","","","","","","322.9","","","TRUE","","","","","","","","DENY","2500","g","TRUE","manual","https://acdn-us.mitiendanube.com/stores/002/383/186/products/photo-2025-03-26-13-21-25-aa87989975775d38bc17512882864359-640-0.webp","1","24 LINHAS DT 500j FIO 10 1P ÁSPERA","","FALSE","Dente de Tubarão","DENTE DE TUBARÃO A MELHOR DO BRASIL","","","Masculino","Adulto","","","","New","FALSE","","","","",""
"12 LINHAS DT 500j - FIO 10 1P ÁSPERA","12-linhas-dt-500j-fio-10-1p-aspera","<h2 style=""box-sizing: border-box; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; line-height: 1.1; color: #515151; margin-top: 20px; margin-bottom: 10px; font-size: 30px;"">Descri&ccedil;&atilde;o</h2>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;"">12 Unidade Linha Dente de Tubar&atilde;o no Carretel&nbsp; 500jds Fio 10 1 Passes &Aacute;sp</p>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;"">OBS: FOTOS ILUSTRATIVAS, SER&Atilde;O ENVIADAS AS CORES DISPON&Iacute;VEIS EM ESTOQUE.</p>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;"">&nbsp;</p>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;""><span style=""color: #e03e2d;"">ATEN&Ccedil;&Atilde;O</span>&nbsp;</p>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;""><strong>N&atilde;o receber a encomenda caso esteja com a embalagem violada aparentando que o produto foi danificado.</strong>&nbsp;<span style=""color: #e03e2d;"">Devolva imediatamente ao entregador !</span></p>","Dente de Tubarão","","DENTE DE TUBARÃO - 500 JDS -","carretel de linha, carretilha de linha pipa, carretilha de madeira, chefao, competicao, dente de  tubarao, diamante pipas, ferias pipa, festival, indonesia, linha de competicao, linha de pipa, linha esportiva, naylon, nylon, pezoca, pipa, pipa combate, rabiola","TRUE","Active","","","Title","Default Title","","","","","","","","166.7","","","TRUE","","","","","","","","DENY","1000","g","TRUE","manual","https://acdn-us.mitiendanube.com/stores/002/383/186/products/photo-2025-03-26-13-21-25-5dbe70bd406696048217512883011328-640-0.webp","1","12 LINHAS DT 500j - FIO 10 1P ÁSPERA","","FALSE","Dente de Tubarão","DENTE DE TUBARÃO A MELHOR DO BRASIL","","","Masculino","Adulto","","","","New","FALSE","","","","",""
